id,begin_coordinates,begin_scanname,end_coordinates,end_scanname
https://archief.amsterdam/indexen/deeds/9d6d21e2-9c22-666d-e053-b784100a1840,"549,98",A20015000055,"2675,3568",A20015000055
https://archief.amsterdam/indexen/deeds/d0092ad1-3ea1-1a7b-e053-b784100aab8a,"3265,2079",NOTG00054000207,"5469,3950",NOTG00054000207
,"887,339",KLAB04820000181,"7093,5758",KLAB04820000181
,"2787,95",KLAB05564000070,"2536,3554",KLAB05564000072
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6db-666d-e053-b784100a1840,"266,187",A23656000015,"2007,2099",A23656000015
https://archief.amsterdam/indexen/deeds/9d6d21e0-51cb-666d-e053-b784100a1840,"2116,66",A23651000122,"3801,2911",A23651000122
https://archief.amsterdam/indexen/deeds/9d6d21e3-f5f0-666d-e053-b784100a1840,"212,129",A23651000131,"2059,2924",A23651000131
https://archief.amsterdam/indexen/deeds/9d6d21e3-a271-666d-e053-b784100a1840,"3255,163",A30761000037,"5134,3697",A30761000037
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6dc-666d-e053-b784100a1840,"2906,154",A20015000125,"5041,3549",A20015000125
https://archief.amsterdam/indexen/deeds/9d6d21e2-9c23-666d-e053-b784100a1840,"128,192",A23650000236,"2235,3206",A23650000236
,"347,151",A33864000101,"2440,3744",A33864000101
,"873,248",KLAB04820000129,"3553,5562",KLAB04820000129
,"424,173",A16039000073,"1815,2610",A16039000073
,"513,68",KLAD01928000054,"2644,3719",KLAD01928000054
https://archief.amsterdam/indexen/deeds/9d6d21e2-2a22-666d-e053-b784100a1840,"405,258",A23660000034,"2155,2765",A23660000034
https://archief.amsterdam/indexen/deeds/9d6d21e1-b7d4-666d-e053-b784100a1840,"301,201",A23646000111,"2154,3057",A23646000111
,"2853,180",A33642000072,"4820,2960",A33642000072
,"633,214",A33628000078,"2619,3782",A33628000078
,"213,127",A16608000025,"1591,2439",A16608000025
,"2831,225",NOTC01001000004,"2479,3879",NOTC01001000005
https://archief.amsterdam/indexen/deeds/bebf5fd4-fd03-1e00-e053-b784100af734,"2895,21",KLAG03343000039,"5200,3585",KLAG03343000039
,"528,166",A32698000219,"2520,3426",A32698000219
,"247,105",KLAB05520000023,"4596,3085",KLAB05520000023
https://archief.amsterdam/indexen/deeds/9d6d21e0-51ce-666d-e053-b784100a1840,"2524,195",A23645000049,"4267,3309",A23645000049
https://archief.amsterdam/indexen/deeds/9d6d21e0-c462-666d-e053-b784100a1840,"250,181",A23649000061,"2060,3094",A23649000061
,"342,99",KLAD01982000014,"2340,3619",KLAD01982000015
,"2840,145",KLAD01936000037,"5072,3766",KLAD01936000037
,"2193,128",KLAD02331000005,"1687,2510",KLAD02331000006
https://archief.amsterdam/indexen/deeds/9d6d21e1-366d-666d-e053-b784100a1840,"126,91",A23651000020,"1891,2914",A23651000020
,"682,96",KLAD03352000053,"2421,3657",KLAD03352000053
,"2912,205",KLAB03099000029,"4971,3803",KLAB03099000029
https://archief.amsterdam/indexen/deeds/9d6d21e1-b7d5-666d-e053-b784100a1840,"336,166",A23646000180,"2154,3062",A23646000180
,"784,233",KLAD01887000248,"2668,3729",KLAD01887000248
,"342,84",A33621000060,"2629,3586",A33621000060
,"180,115",A31203000093,"2416,3724",A31203000093
https://archief.amsterdam/indexen/deeds/9d6d21e0-d2f3-666d-e053-b784100a1840,"2506,152",A23648000119,"4367,3301",A23648000119
,"195,113",A16128000019,"5070,1468",A16128000019
,"386,126",A33641000013,"2265,2870",A33641000013
,"428,151",KLAC01212000083,"2483,3724",KLAC01212000083
,"512,179",A33853000125,"4997,1625",A33853000125
,"352,166",A33628000004,"2652,3942",A33628000004
https://archief.amsterdam/indexen/deeds/9d6d21e3-0008-666d-e053-b784100a1840,"2501,220",A23645000098,"4256,3296",A23645000098
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6e1-666d-e053-b784100a1840,"2425,180",A23646000169,"4222,3083",A23646000169
,"2082,150",KLAD01555000023,"3711,2919",KLAD01555000023
,"493,303",KLAD01899000006,"5068,3739",KLAD01899000008
,"2790,1994",KLAD01978000063,"2376,3756",KLAD01978000064
https://archief.amsterdam/indexen/deeds/9d6d21e0-c4e4-666d-e053-b784100a1840,"2253,62",A23651000136,"3842,2982",A23651000136
https://archief.amsterdam/indexen/deeds/e557c10e-e17e-7dcb-e053-b784100a971b,"2904,165",KLAB04781000086,"5030,3215",KLAB04781000086
https://archief.amsterdam/indexen/deeds/d0092ad1-3f53-1a7b-e053-b784100aab8a,"3006,376",NOTG00054000034,"5324,2391",NOTG00054000034
,"342,64",KLAD02233000032,"1651,2370",KLAD02233000032
https://archief.amsterdam/indexen/deeds/9d6d21e1-b7d8-666d-e053-b784100a1840,"2616,269",A23652000172,"4344,2844",A23652000172
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6e3-666d-e053-b784100a1840,"377,138",A23647000167,"2240,3257",A23647000167
,"2906,1381",KLAD01982000060,"2515,3034",KLAD01982000061
,"771,254",KLAD01899000214,"2770,3725",KLAD01899000214
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6e4-666d-e053-b784100a1840,"497,94",A20015000101,"2713,3677",A20015000101
,"709,140",KLAD03198000060,"4934,3703",KLAD03198000061
,"526,1420",KLAD01885000050,"4874,2301",KLAD01885000050
https://archief.amsterdam/indexen/deeds/bebf5fd4-c71e-1e00-e053-b784100af734,"465,986",KLAG03343000083,"2430,3084",KLAG03343000083
,"668,131",A31068000071,"4703,3659",A31068000072
,"902,200",KLAD01899000216,"2880,3717",KLAD01899000216
,"517,218",A26736000067,"2359,3802",A26736000067
https://archief.amsterdam/indexen/deeds/9d6d21e2-9cb0-666d-e053-b784100a1840,"2230,185",A23656000087,"3950,2272",A23656000087
,"537,224",KLAB05564000109,"2548,3554",KLAB05564000109
,"330,128",A33621000066,"2604,3105",A33621000066
,"2041,81",KLAD01532000080,"1870,935",KLAD01532000081
,"1921,137",A16581000023,"1713,2650",A16581000024
https://archief.amsterdam/indexen/deeds/d0092ad1-3fc6-1a7b-e053-b784100aab8a,"598,426",NOTG00054000070,"2768,2508",NOTG00054000070
https://archief.amsterdam/indexen/deeds/9d6d21e0-611a-666d-e053-b784100a1840,"330,132",A23655000117,"2113,3037",A23655000117
https://archief.amsterdam/indexen/deeds/d0092ad1-3fcf-1a7b-e053-b784100aab8a,"799,367",NOTG00054000093,"2899,1997",NOTG00054000093
,"2946,151",A26669000173,"4992,3168",A26669000173
https://archief.amsterdam/indexen/deeds/9d6d21e0-611c-666d-e053-b784100a1840,"521,129",A23656000086,"2014,2354",A23656000086
,"681,119",KLAD03375000076,"2543,3564",KLAD03375000076
https://archief.amsterdam/indexen/deeds/9d6d21e1-44be-666d-e053-b784100a1840,"2341,71",A23650000086,"4286,3151",A23650000086
,"2187,140",KLAD02306000051,"1817,1218",KLAD02306000052
,"345,70",A31203000180,"2216,2244",A31203000181
,"3105,223",A33628000117,"5293,3939",A33628000117
https://archief.amsterdam/indexen/deeds/9d6d21e0-c52b-666d-e053-b784100a1840,"2275,109",A23649000020,"4108,3091",A23649000020
https://archief.amsterdam/indexen/deeds/9d6d21e3-0e8d-666d-e053-b784100a1840,"390,172",A23653000160,"2122,2689",A23653000160
https://archief.amsterdam/indexen/deeds/9d6d21df-ee93-666d-e053-b784100a1840,"380,167",A23655000049,"2192,3011",A23655000049
,"373,213",KLAC01212000042,"4964,1250",KLAC01212000042
https://archief.amsterdam/indexen/deeds/9d6d21e3-a6e8-666d-e053-b784100a1840,"289,134",A23653000070,"2019,2857",A23653000070
https://archief.amsterdam/indexen/deeds/9d6d21e1-b81b-666d-e053-b784100a1840,"638,150",A23656000145,"2119,1934",A23656000145
https://archief.amsterdam/indexen/deeds/9d6d21e3-0e8f-666d-e053-b784100a1840,"2395,165",A23646000077,"4206,3081",A23646000077
,"2819,82",KLAD01928000121,"2297,2160",KLAD01928000122
,"467,108",A25702000048,"3665,2748",A25702000048
,"528,149",KLAD01887000161,"2579,3720",KLAD01887000161
,"616,155",A32698000125,"2568,3780",A32698000125
https://archief.amsterdam/indexen/deeds/9d6d21e1-23ae-666d-e053-b784100a1840,"3067,197",KLAB04784000039,"5105,3593",KLAB04784000039
https://archief.amsterdam/indexen/deeds/d0092ad1-4032-1a7b-e053-b784100aab8a,"678,2175",NOTG00054000137,"2964,3955",NOTG00054000137
https://archief.amsterdam/indexen/deeds/9d6d21e1-b81c-666d-e053-b784100a1840,"382,164",A23658000066,"2145,2849",A23658000066
,"2837,129",KLAD01885000144,"2687,3807",KLAD01885000145
,"1981,112",KLAD01958000023,"3572,2726",KLAD01958000023
,"506,150",KLAD01983000091,"4941,3201",KLAD01983000093
https://archief.amsterdam/indexen/deeds/9d6d21e3-0ed5-666d-e053-b784100a1840,"512,250",A23659000025,"2218,2489",A23659000025
,"2666,178",A32698000018,"4703,3735",A32698000018
https://archief.amsterdam/indexen/deeds/9d6d21df-eed8-666d-e053-b784100a1840,"2375,142",A23646000049,"4017,3043",A23646000049
,"2804,203",A20429000008,"2718,3966",A20429000009
https://archief.amsterdam/indexen/deeds/9d6d21e0-d368-666d-e053-b784100a1840,"2372,174",A23660000028,"4181,2904",A23660000028
,"561,187",KLAD01885000212,"2663,3784",KLAD01885000212
,"2190,357",KLAD01555000076,"3734,2874",KLAD01555000076
,"322,112",KLAD01928000014,"4827,3518",KLAD01928000014
,"612,195",A20429000134,"2901,4038",A20429000134
,"432,171",KLAD01893000019,"2449,3521",KLAD01893000019
https://archief.amsterdam/indexen/deeds/9d6d21e0-d369-666d-e053-b784100a1840,"2222,101",A23653000129,"4124,2737",A23653000129
,"2879,96",A33864000054,"4855,3717",A33864000054
,"837,226",KLAD01899000129,"2835,3737",KLAD01899000129
,"2904,176",A26669000141,"5008,3064",A26669000142
,"2675,95",KLAG03197000049,"4896,3811",KLAG03197000049
,"812,237",KLAD01887000267,"2705,3757",KLAD01887000267
https://archief.amsterdam/indexen/deeds/a3cb51cc-2eb8-50ee-e053-b784100a6caf,"2958,184",KLAB05562000143,"5160,1384",KLAB05562000143
,"523,128",KLAB03099000050,"2599,3740",KLAB03099000050
https://archief.amsterdam/indexen/deeds/9d6d21e1-44f3-666d-e053-b784100a1840,"425,227",A23655000045,"2165,2768",A23655000045
,"4348,240",KLAB04820000090,"7123,5516",KLAB04820000090
,"2901,2069",KLAB05564000103,"2362,2020",KLAB05564000104
,"385,157",KLAD03197000006,"4848,3537",KLAD03197000006
https://archief.amsterdam/indexen/deeds/d0092ad1-4123-1a7b-e053-b784100aab8a,"763,330",NOTG00054000360,"3042,3394",NOTG00054000360
,"498,146",A32396000097,"2227,2468",A32396000097
,"2862,1845",KLAD01887000209,"2613,2223",KLAD01887000210
,"423,130",A25702000060,"1789,2788",A25702000060
,"647,151",A26669000190,"5172,3684",A26669000190
,"266,151",KLAC01194000042,"4821,1698",KLAC01194000042
,"233,67",KLAD02306000026,"3496,1796",KLAD02306000026
,"3008,197",A26669000157,"2735,1394",A26669000158
https://archief.amsterdam/indexen/deeds/9d6d21e1-b85f-666d-e053-b784100a1840,"257,167",A23650000191,"2177,3185",A23650000191
,"1970,60",KLAD01984000037,"1778,2726",KLAD01984000038
,"228,154",A16128000028,"2566,3805",A16128000028
https://archief.amsterdam/indexen/deeds/9d6d21e0-61a5-666d-e053-b784100a1840,"367,150",A23647000208,"2340,3292",A23647000208
https://archief.amsterdam/indexen/deeds/9d6d21e2-9d33-666d-e053-b784100a1840,"2586,201",A23652000133,"4362,2754",A23652000133
,"2882,157",KLAD01887000122,"4951,3406",KLAD01887000122
,"516,179",KLAD01978000062,"4845,3690",KLAD01978000062
,"472,153",A33641000026,"2347,3689",A33641000026
https://archief.amsterdam/indexen/deeds/9d6d21df-ef23-666d-e053-b784100a1840,"514,231",A23659000004,"2180,2979",A23659000004
,"3125,2385",KLAD01887000256,"2657,2920",KLAD01887000257
https://archief.amsterdam/indexen/deeds/9d6d21e3-80e3-666d-e053-b784100a1840,"376,228",A23655000161,"2250,2747",A23655000161
https://archief.amsterdam/indexen/deeds/d0092ad1-417e-1a7b-e053-b784100aab8a,"157,209",A23644000093,"2374,3363",A23644000093
https://archief.amsterdam/indexen/deeds/9d6d21e2-2add-666d-e053-b784100a1840,"2436,95",A23648000055,"4387,3228",A23648000055
https://archief.amsterdam/indexen/deeds/d0092ad1-4181-1a7b-e053-b784100aab8a,"830,262",NOTG00054000204,"3052,2042",NOTG00054000204
,"246,1599",KLAD01936000058,"5096,3727",KLAD01936000058
https://archief.amsterdam/indexen/deeds/9d6d21df-ef26-666d-e053-b784100a1840,"427,74",A23658000153,"2176,3019",A23658000153
,"2756,117",KLAD01960000004,"2436,932",KLAD01960000005
,"2778,184",KLAD01557000052,"4901,3604",KLAD01557000052
,"2863,173",KLAD01978000119,"2452,3795",KLAD01978000120
,"451,166",KLAD01978000063,"4850,1947",KLAD01978000063
https://archief.amsterdam/indexen/deeds/9d6d21e0-d39c-666d-e053-b784100a1840,"2147,120",A23653000017,"3994,2709",A23653000017
,"2704,155",KLAD03194000023,"2421,3572",KLAD03194000024
,"2057,108",KLAD01958000091,"3623,2529",KLAD01958000091
,"2129,1144",KLAD01840000112,"1841,1613",KLAD01840000113
https://archief.amsterdam/indexen/deeds/9d6d21e1-a9b2-666d-e053-b784100a1840,"2304,105",A23649000046,"4101,3089",A23649000046
,"381,85",KLAD01983000029,"4821,3733",KLAD01983000030
,"2901,1530",A26736000109,"2320,3805",A26736000110
https://archief.amsterdam/indexen/deeds/e557c10f-3609-7dcb-e053-b784100a971b,"544,140",KLAB04781000194,"2452,3726",KLAB04781000194
https://archief.amsterdam/indexen/deeds/9d6d21e0-d39e-666d-e053-b784100a1840,"2323,180",A23656000175,"3737,2876",A23656000175
,"399,217",KLAB05520000103,"2449,3749",KLAB05520000103
https://archief.amsterdam/indexen/deeds/d0092ad1-41ea-1a7b-e053-b784100aab8a,"3266,2059",NOTG00054000202,"5456,3911",NOTG00054000202
https://archief.amsterdam/indexen/deeds/9d6d21df-b53f-666d-e053-b784100a1840,"333,112",A30708000081,"2311,3696",A30708000081
https://archief.amsterdam/indexen/deeds/9d6d21e1-37ba-666d-e053-b784100a1840,"194,125",A23649000024,"2071,3110",A23649000024
https://archief.amsterdam/indexen/deeds/9d6d21e1-4571-666d-e053-b784100a1840,"2498,97",A23647000187,"4358,3238",A23647000187
,"469,158",KLAD01557000056,"2455,3612",KLAD01557000057
https://archief.amsterdam/indexen/deeds/9d6d21e2-7bf1-666d-e053-b784100a1840,"2108,180",A30746000043,"3905,2860",A30746000043
,"2867,179",KLAC01212000049,"4923,3408",KLAC01212000049
https://archief.amsterdam/indexen/deeds/d0092ad1-4227-1a7b-e053-b784100aab8a,"3285,338",NOTG00054000268,"5392,3176",NOTG00054000268
https://archief.amsterdam/indexen/deeds/d0092ad1-422d-1a7b-e053-b784100aab8a,"3070,2182",NOTG00054000114,"5257,4013",NOTG00054000114
https://archief.amsterdam/indexen/deeds/9d6d21e0-b37d-666d-e053-b784100a1840,"145,78",A30746000013,"1776,2492",A30746000013
https://archief.amsterdam/indexen/deeds/9d6d21e3-a290-666d-e053-b784100a1840,"2207,49",A30772000037,"3555,2756",A30772000037
,"526,144",KLAD01983000087,"4962,2192",KLAD01983000087
https://archief.amsterdam/indexen/deeds/9d6d21e2-9d7e-666d-e053-b784100a1840,"253,110",A23647000078,"2216,3264",A23647000078
https://archief.amsterdam/indexen/deeds/a3cb51cc-164f-50ee-e053-b784100a6caf,"2951,225",KLAB05562000037,"4968,3786",KLAB05562000037
https://archief.amsterdam/indexen/deeds/9d6d21e3-0f58-666d-e053-b784100a1840,"2346,108",A23650000053,"4309,3178",A23650000053
,"329,75",KLAD02233000088,"1844,2739",KLAD02233000088
,"412,99",NOTD00103000084,"3938,2533",NOTD00103000084
https://archief.amsterdam/indexen/deeds/9d6d21e0-d3de-666d-e053-b784100a1840,"2344,207",A23656000174,"3946,2644",A23656000174
,"385,107",KLAD02233000050,"3584,2733",KLAD02233000050
https://archief.amsterdam/indexen/deeds/d0092ad1-4270-1a7b-e053-b784100aab8a,"624,419",NOTG00054000060,"2872,2471",NOTG00054000060
https://archief.amsterdam/indexen/deeds/9d6d21e2-1d2e-666d-e053-b784100a1840,"2497,176",A23645000116,"4326,3310",A23645000116
https://archief.amsterdam/indexen/deeds/9d6d21e1-b8e0-666d-e053-b784100a1840,"2397,72",A23650000120,"4263,3195",A23650000120
,"2790,127",KLAD03198000044,"2403,2291",KLAD03198000046
,"2872,169",A31025000005,"2404,3379",A31025000006
,"276,120",KLAD02241000095,"1886,2689",KLAD02241000095
,"735,122",KLAD03195000083,"4946,3671",KLAD03195000083
,"564,141",KLAD01982000059,"2421,3768",KLAD01982000059
,"380,165",KLAD02179000012,"1887,2796",KLAD02179000012
,"465,203",A33853000128,"2510,3753",A33853000128
,"634,196",KLAD01885000185,"4880,1500",KLAD01885000185
,"1952,929",A16581000129,"1798,2671",A16581000130
,"2826,1544",KLAC01212000053,"2523,3710",KLAC01212000054
https://archief.amsterdam/indexen/deeds/9d6d21e3-8126-666d-e053-b784100a1840,"257,157",A23653000159,"2073,2723",A23653000159
,"385,138",KLAD01893000040,"2507,3753",KLAD01893000040
,"593,156",KLAD01893000125,"2613,3767",KLAD01893000125
https://archief.amsterdam/indexen/deeds/9d6d21e1-3804-666d-e053-b784100a1840,"2229,100",A23651000088,"3860,2923",A23651000088
https://archief.amsterdam/indexen/deeds/9d6d21e2-6af9-666d-e053-b784100a1840,"286,96",KLAB05528000042,"2293,2938",KLAB05528000042
https://archief.amsterdam/indexen/deeds/9d6d21e0-a23e-666d-e053-b784100a1840,"2783,2031",KLAB05528000030,"2494,1889",KLAB05528000031
,"408,118",KLAD01893000008,"4837,2858",KLAD01893000008
,"2642,84",A33641000037,"4855,3584",A33641000037
https://archief.amsterdam/indexen/deeds/9d6d21e2-2b1d-666d-e053-b784100a1840,"2225,169",A23656000027,"3943,2377",A23656000027
https://archief.amsterdam/indexen/deeds/9d6d21e0-35bc-666d-e053-b784100a1840,"381,187",A23654000048,"1948,3056",A23654000048
https://archief.amsterdam/indexen/deeds/9d6d21e2-2b6d-666d-e053-b784100a1840,"442,151",A23647000181,"2303,3278",A23647000181
https://archief.amsterdam/indexen/deeds/9d6d21e3-0f8f-666d-e053-b784100a1840,"402,286",A23655000004,"2025,2857",A23655000004
https://archief.amsterdam/indexen/deeds/9d6d21e1-45b6-666d-e053-b784100a1840,"2350,56",A23650000155,"4239,3170",A23650000155
,"507,80",KLAD03197000025,"4758,3216",KLAD03197000025
https://archief.amsterdam/indexen/deeds/9d6d21e0-35be-666d-e053-b784100a1840,"400,149",A30708000092,"1781,2841",A30708000092
https://archief.amsterdam/indexen/deeds/9d6d21e1-45b7-666d-e053-b784100a1840,"2733,1932",A20015000107,"3681,3742",A20015000107
,"2809,1903",KLAC01194000016,"4775,3386",KLAC01194000017
,"2842,2080",KLAD01885000032,"2466,3663",KLAD01885000033
,"425,204",A33628000069,"5289,1934",A33628000069
,"2904,2040",KLAD03195000103,"2617,3702",KLAD03195000104
https://archief.amsterdam/indexen/deeds/9d6d21e2-2b6e-666d-e053-b784100a1840,"2346,141",A23655000067,"4148,2785",A23655000067
https://archief.amsterdam/indexen/deeds/9d6d21e2-1d6d-666d-e053-b784100a1840,"2127,91",A23651000103,"3822,2923",A23651000103
https://archief.amsterdam/indexen/deeds/d0092ad1-4317-1a7b-e053-b784100aab8a,"656,2086",NOTG00054000118,"2839,3978",NOTG00054000118
https://archief.amsterdam/indexen/deeds/9d6d21e3-d88e-666d-e053-b784100a1840,"293,98",KLAB05528000009,"2354,3892",KLAB05528000009
,"3061,233",KLAD01899000173,"2803,3803",KLAD01899000174
,"470,118",A30981000020,"2298,3718",A30981000020
,"2618,86",KLAB05520000041,"4843,3336",KLAB05520000041
,"2695,127",A31068000085,"2492,2300",A31068000086
,"304,136",KLAD01887000012,"2419,3705",KLAD01887000012
https://archief.amsterdam/indexen/deeds/9d6d21e1-45b9-666d-e053-b784100a1840,"2253,123",A23650000185,"4209,3218",A23650000185
,"454,80",KLAD01928000063,"5060,1346",KLAD01928000063
,"1902,936",A16039000047,"1654,1444",A16039000048
https://archief.amsterdam/indexen/deeds/9d6d21e3-2477-666d-e053-b784100a1840,"163,83",A20362000046,"1705,2605",A20362000046
,"847,192",KLAB04820000172,"7038,5445",KLAB04820000172
https://archief.amsterdam/indexen/deeds/9d6d21e1-b92d-666d-e053-b784100a1840,"239,161",A23648000093,"2222,3272",A23648000093
https://archief.amsterdam/indexen/deeds/9d6d21e0-c631-666d-e053-b784100a1840,"214,113",A23651000177,"2024,2949",A23651000177
,"233,83",KLAD01936000026,"2432,3725",KLAD01936000026
,"230,75",KLAD01539000035,"3728,2794",KLAD01539000035
,"495,166",KLAB03099000113,"5172,3705",KLAB03099000113
,"532,124",KLAD01885000094,"4942,1639",KLAD01885000094
https://archief.amsterdam/indexen/deeds/9d6d21e0-53a4-666d-e053-b784100a1840,"337,261",A23645000268,"2333,3307",A23645000268
,"395,149",A32698000027,"4779,3666",A32698000029
,"2773,136",A30998000013,"4868,3773",A30998000013
,"346,64",KLAD01545000077,"3657,2014",KLAD01545000078
https://archief.amsterdam/indexen/deeds/9d6d21e0-d424-666d-e053-b784100a1840,"194,105",A23650000172,"2172,3187",A23650000172
